OrderID,CustomerID_x,Status,FullName,Phone,Address,OrderDetailID,MenuItemID,Quantity,Price_x,Driver_name,Amount,PaymentMethod,Name,Description,Price_y,CuisineType,Revenue,OrderIDNew
129,129,Shipped,Yasmin Gamal,1041438770,"Sidi Gaber, Alexandria",129,7,4,193.99,Huda Hamed,0,Not Paid,Grilled Kebda,Delicious Grilled Kebda - classic Egyptian taste.,107.6,Egyptian,775.96,130
130,130,Shipped,Yasmin Gamal,1111981141,"Dokki, Giza",130,16,4,20.86,Huda Mahrous,546.28,Credit Card,Risotto,Delicious Risotto - classic Italian taste.,136.57,Italian,83.44,131
131,131,Pending,Omar Mostafa,1537256478,"Nasr City, Cairo",131,79,5,38,Reem Said,0,Not Paid,Tamales,Delicious Tamales - classic Mexican taste.,68.72,Mexican,190,132
132,132,Cancelled,Yasmin Ibrahim,1546742360,"Sidi Gaber, Alexandria",132,85,1,160.01,Maha Hassan,116.72,Fawry,Avgolemono Soup,Delicious Avgolemono Soup - classic Greek taste.,116.72,Greek,160.01,133
133,133,Delivered,Ahmed Kamal,1199812646,"Imbaba, Giza",133,43,3,161.86,Reem Mahmoud,0,Not Paid,Fattoush,Delicious Fattoush - classic Lebanese taste.,72.76,Lebanese,485.58,134
134,134,Cancelled,Aya Tawfik,1236766319,"Nasr City, Cairo",134,39,3,72.41,Omar Farouk,0,Not Paid,Chole Bhature,Delicious Chole Bhature - classic Indian taste.,108.91,Indian,217.23,135
135,135,Shipped,Mohamed Kamal,1532972171,"Heliopolis, Cairo",135,44,2,195.35,Nadine Fahmy,202.28,Fawry,Shawarma,Delicious Shawarma - classic Lebanese taste.,101.14,Lebanese,390.7,136
136,136,Cancelled,Yasmin Ali,1063487518,"Maadi, Cairo",136,2,5,208.14,Aya Taha,0,Not Paid,Molokhia,Delicious Molokhia - classic Egyptian taste.,78.47,Egyptian,1040.7,137
137,137,Pending,Mohamed Fathy,1510749960,"Heliopolis, Cairo",137,50,4,180.44,Mostafa Shalaby,0,Not Paid,Laban,Delicious Laban - classic Lebanese taste.,63.7,Lebanese,721.76,138
138,138,Shipped,Aya Gamal,1245601111,"Sidi Gaber, Alexandria",138,45,1,140.11,Nadia Hassan,0,Not Paid,Kibbeh,Delicious Kibbeh - classic Lebanese taste.,85.54,Lebanese,140.11,139
139,139,Pending,Aya Ibrahim,1571154537,"Mohandessin, Giza",139,27,4,45.69,Nasser Younes,214.68,Cash,Mapo Tofu,Delicious Mapo Tofu - classic Chinese taste.,53.67,Chinese,182.76,140
140,140,Cancelled,Khaled Fathy,1144921664,"Stanley, Alexandria",140,45,2,183.87,Zeinab Salem,171.08,Fawry,Kibbeh,Delicious Kibbeh - classic Lebanese taste.,85.54,Lebanese,367.74,141
141,141,Pending,Mona Gamal,1269369667,"Nasr City, Cairo",141,19,5,247.3,Nadia Abdelrahman,260.4,Fawry,Gnocchi,Delicious Gnocchi - classic Italian taste.,52.08,Italian,1236.5,142
142,142,Pending,Mostafa Fathy,1019331110,"Smouha, Alexandria",142,40,5,29.01,Khaled Zaki,0,Not Paid,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,145.05,143
143,143,Cancelled,Ahmed Ibrahim,1059722178,"Sidi Gaber, Alexandria",143,80,5,142.05,Hassan Salem,0,Not Paid,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,710.25,144
144,144,Delivered,Mohamed Kamal,1561066561,"Sidi Gaber, Alexandria",144,54,1,58.52,Mahmoud Gaber,0,Not Paid,Seafood Platter,Delicious Seafood Platter - classic Mediterranean taste.,30.78,Mediterranean,58.52,145
145,145,Cancelled,Mona Mostafa,1569258510,"Heliopolis, Cairo",145,14,3,167.4,Sherif Ragab,0,Not Paid,Fettuccine Alfredo,Delicious Fettuccine Alfredo - classic Italian taste.,204.12,Italian,502.2,146
146,146,Shipped,Ahmed Mahrous,1270914085,"Stanley, Alexandria",146,92,4,126.29,Samir Salem,0,Not Paid,Green Curry,Delicious Green Curry - classic Thai taste.,220.99,Thai,505.16,147
147,147,Pending,Sara Kamal,1015038584,"Stanley, Alexandria",147,7,3,38.52,Nermine Mahmoud,0,Not Paid,Grilled Kebda,Delicious Grilled Kebda - classic Egyptian taste.,107.6,Egyptian,115.56,148
148,148,Pending,Aya Gamal,1558727364,"Maadi, Cairo",148,43,4,41.82,Dina Younes,291.04,Fawry,Fattoush,Delicious Fattoush - classic Lebanese taste.,72.76,Lebanese,167.28,149
149,149,Shipped,Ahmed Mahrous,1086022955,"Smouha, Alexandria",149,77,1,133.6,Nasser Hamed,0,Not Paid,Fajitas,Delicious Fajitas - classic Mexican taste.,64.64,Mexican,133.6,150
150,150,Delivered,Omar Mahrous,1197390686,"Heliopolis, Cairo",150,60,3,166.14,Fatma Mansour,114.96,Credit Card,Spanakopita,Delicious Spanakopita - classic Mediterranean taste.,38.32,Mediterranean,498.42,151
151,151,Delivered,Aya Gamal,1025972199,"Stanley, Alexandria",151,37,4,239.21,Fatma Sultan,784.48,Fawry,Rogan Josh,Delicious Rogan Josh - classic Indian taste.,196.12,Indian,956.84,152
152,152,Delivered,Heba Farouk,1017855967,"Imbaba, Giza",152,97,2,56.11,Magdy Ibrahim,493.22,Cash,Panang Curry,Delicious Panang Curry - classic Thai taste.,246.61,Thai,112.22,153
153,153,Shipped,Aya Mahrous,1032372410,"Smouha, Alexandria",153,29,2,102.04,Rita Ragab,0,Not Paid,Hot and Sour Soup,Delicious Hot and Sour Soup - classic Chinese taste.,90.78,Chinese,204.08,154
154,154,Cancelled,Mohamed Ali,1218622929,"Mohandessin, Giza",154,36,5,200,Magdy Taha,0,Not Paid,Dal Tadka,Delicious Dal Tadka - classic Indian taste.,114.97,Indian,1000,155
155,155,Delivered,Mohamed Gamal,1070792161,"Maadi, Cairo",155,21,5,241.6,Rana Sabry,0,Not Paid,Kung Pao Chicken,Delicious Kung Pao Chicken - classic Chinese taste.,139.66,Chinese,1208,156
156,156,Pending,Khaled Ali,1070905908,"Imbaba, Giza",156,57,2,230.82,Gihan Taha,270.3,Cash,Pan-seared Salmon,Delicious Pan-seared Salmon - classic Mediterranean taste.,135.15,Mediterranean,461.64,157
157,157,Pending,Heba Mahrous,1184621467,"Nasr City, Cairo",157,14,5,44.32,Nour Yassin,1020.6,Cash,Fettuccine Alfredo,Delicious Fettuccine Alfredo - classic Italian taste.,204.12,Italian,221.6,158
158,158,Pending,Omar Ibrahim,1027078019,"Mohandessin, Giza",158,82,4,196.08,Mahmoud Hamed,0,Not Paid,Saganaki,Delicious Saganaki - classic Greek taste.,204.42,Greek,784.32,159
159,159,Delivered,Yasmin Kamal,1511304229,"Faisal, Giza",159,29,3,63.61,Ghada Gaber,272.34,Credit Card,Hot and Sour Soup,Delicious Hot and Sour Soup - classic Chinese taste.,90.78,Chinese,190.83,160
160,160,Cancelled,Mostafa Ibrahim,1053236641,"Mohandessin, Giza",160,23,2,139.73,Mostafa Mansour,0,Not Paid,Fried Rice,Delicious Fried Rice - classic Chinese taste.,140.87,Chinese,279.46,161
161,161,Delivered,Mohamed Ali,1030840116,"Mohandessin, Giza",161,4,4,61.26,Ghada Yassin,532.2,Vodafone Cash,Ful Medames,Delicious Ful Medames - classic Egyptian taste.,133.05,Egyptian,245.04,162
162,162,Pending,Aya Ibrahim,1155286122,"Mohandessin, Giza",162,40,4,79.88,Reem Kamel,311.2,Fawry,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,319.52,163
163,163,Pending,Mohamed Gamal,1551787543,"Mohandessin, Giza",163,51,1,67.7,Nadia Mahmoud,62.7,Cash,Greek Salad,Delicious Greek Salad - classic Mediterranean taste.,62.7,Mediterranean,67.7,164
164,164,Pending,Heba Fathy,1066962540,"Nasr City, Cairo",164,6,1,122.38,Maha Salem,0,Not Paid,Kofta,Delicious Kofta - classic Egyptian taste.,45.58,Egyptian,122.38,165
165,165,Cancelled,Sara Mostafa,1013810624,"Dokki, Giza",165,8,1,138.59,Rana Hassan,0,Not Paid,Sayadiya,Delicious Sayadiya - classic Egyptian taste.,142.93,Egyptian,138.59,166
166,166,Pending,Omar Hassan,1084247443,"Sidi Gaber, Alexandria",166,68,2,240.59,Nadine Soliman,0,Not Paid,Pulled Pork Sandwich,Delicious Pulled Pork Sandwich - classic American taste.,121.33,American,481.18,167
167,167,Shipped,Mohamed Hassan,1230453928,"Heliopolis, Cairo",167,65,1,21.76,Sara Salem,133.34,Fawry,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,21.76,168
168,168,Pending,Ahmed Kamal,1292488843,"Heliopolis, Cairo",168,51,4,58.54,Zeinab Kamel,0,Not Paid,Greek Salad,Delicious Greek Salad - classic Mediterranean taste.,62.7,Mediterranean,234.16,169
169,169,Pending,Aya Mahrous,1039462981,"Maadi, Cairo",169,12,3,223.47,Laila Sabry,0,Not Paid,Spaghetti Bolognese,Delicious Spaghetti Bolognese - classic Italian taste.,117.98,Italian,670.41,170
170,170,Cancelled,Heba Farouk,1524351411,"Faisal, Giza",170,88,4,47.71,Ayman Saleh,308.6,Credit Card,Keftedes,Delicious Keftedes - classic Greek taste.,77.15,Greek,190.84,171
171,171,Shipped,Khaled Ali,1544318252,"Nasr City, Cairo",171,22,5,103.47,Aya Mostafa,592.4,Fawry,Sweet and Sour Pork,Delicious Sweet and Sour Pork - classic Chinese taste.,118.48,Chinese,517.35,172
172,172,Cancelled,Mostafa Mahrous,1271662520,"Heliopolis, Cairo",172,59,4,154.95,Zeinab Gaber,445.16,Fawry,Chicken Souvlaki,Delicious Chicken Souvlaki - classic Mediterranean taste.,111.29,Mediterranean,619.8,173
173,173,Delivered,Mohamed Tawfik,1226415092,"Nasr City, Cairo",173,92,5,243.98,Nour Ali,0,Not Paid,Green Curry,Delicious Green Curry - classic Thai taste.,220.99,Thai,1219.9,174
174,174,Shipped,Mohamed Ibrahim,1548449156,"Sidi Gaber, Alexandria",174,28,2,158.09,Ibrahim Salem,209.4,Cash,Peking Duck,Delicious Peking Duck - classic Chinese taste.,104.7,Chinese,316.18,175
175,175,Delivered,Yasmin Ibrahim,1146219083,"Smouha, Alexandria",175,71,5,50.2,Tarek Fahmy,0,Not Paid,Tacos,Delicious Tacos - classic Mexican taste.,119.04,Mexican,251,176
176,176,Pending,Mostafa Fathy,1580285465,"Maadi, Cairo",176,26,1,225.27,Ahmed Younes,0,Not Paid,Dumplings,Delicious Dumplings - classic Chinese taste.,154.12,Chinese,225.27,177
177,177,Cancelled,Ahmed Gamal,1291762838,"Dokki, Giza",177,43,4,248.8,Mariam Salem,0,Not Paid,Fattoush,Delicious Fattoush - classic Lebanese taste.,72.76,Lebanese,995.2,178
178,178,Shipped,Omar Mostafa,1015918521,"Heliopolis, Cairo",178,60,5,38.62,Rana Hamed,0,Not Paid,Spanakopita,Delicious Spanakopita - classic Mediterranean taste.,38.32,Mediterranean,193.1,179
179,179,Cancelled,Yasmin Gamal,1231254562,"Mohandessin, Giza",179,65,3,158.87,Ruba Yassin,400.02,Credit Card,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,476.61,180
180,180,Delivered,Mostafa Ali,1585516220,"Heliopolis, Cairo",180,47,1,86,Khaled Sabry,0,Not Paid,Grilled Halloumi,Delicious Grilled Halloumi - classic Lebanese taste.,48.18,Lebanese,86,181
181,181,Cancelled,Mostafa Fathy,1111281816,"Maadi, Cairo",181,2,2,107.86,Hany Soliman,156.94,Credit Card,Molokhia,Delicious Molokhia - classic Egyptian taste.,78.47,Egyptian,215.72,182
182,182,Delivered,Khaled Mostafa,1064235500,"Heliopolis, Cairo",182,33,1,118.84,Sara Zaki,80.33,Vodafone Cash,Biryani,Delicious Biryani - classic Indian taste.,80.33,Indian,118.84,183
183,183,Delivered,Mostafa Gamal,1141353890,"Maadi, Cairo",183,88,3,73.96,Nermine Khalifa,231.45,Credit Card,Keftedes,Delicious Keftedes - classic Greek taste.,77.15,Greek,221.88,184
184,184,Shipped,Omar Farouk,1066890156,"Smouha, Alexandria",184,22,1,104.64,Nasser Khalifa,118.48,Fawry,Sweet and Sour Pork,Delicious Sweet and Sour Pork - classic Chinese taste.,118.48,Chinese,104.64,185
185,185,Delivered,Sara Fathy,1189900630,"Mohandessin, Giza",185,82,5,140.32,Amr Salem,0,Not Paid,Saganaki,Delicious Saganaki - classic Greek taste.,204.42,Greek,701.6,186
186,186,Cancelled,Aya Fathy,1189753393,"Nasr City, Cairo",186,43,4,202.92,Yasmin Sultan,291.04,Fawry,Fattoush,Delicious Fattoush - classic Lebanese taste.,72.76,Lebanese,811.68,187
187,187,Shipped,Heba Fathy,1293227794,"Dokki, Giza",187,22,1,127.73,Samir Saleh,0,Not Paid,Sweet and Sour Pork,Delicious Sweet and Sour Pork - classic Chinese taste.,118.48,Chinese,127.73,188
188,188,Cancelled,Heba Fathy,1040548010,"Sidi Gaber, Alexandria",188,11,2,119.82,Dina Younes,0,Not Paid,Margherita Pizza,Delicious Margherita Pizza - classic Italian taste.,225,Italian,239.64,189
189,189,Cancelled,Sara Tawfik,1293308631,"Maadi, Cairo",189,26,1,205.61,Sara Kamel,154.12,Fawry,Dumplings,Delicious Dumplings - classic Chinese taste.,154.12,Chinese,205.61,190
190,190,Delivered,Khaled Gamal,1218504486,"Stanley, Alexandria",190,20,2,111.49,Nadia Mahmoud,0,Not Paid,Calzone,Delicious Calzone - classic Italian taste.,133.09,Italian,222.98,191
191,191,Pending,Aya Hassan,1549389856,"Smouha, Alexandria",191,4,5,129.19,Sherif Mostafa,0,Not Paid,Ful Medames,Delicious Ful Medames - classic Egyptian taste.,133.05,Egyptian,645.95,192
191,191,Pending,Aya Hassan,1549389856,"Smouha, Alexandria",191,4,5,129.19,Sherif Mostafa,0,Not Paid,Ful Medames,Delicious Ful Medames - classic Egyptian taste.,133.05,Egyptian,645.95,193
192,192,Pending,Khaled Farouk,1285164488,"Faisal, Giza",192,1,3,243.85,Salma Gaber,0,Not Paid,Koshari,Delicious Koshari - classic Egyptian taste.,149.8,Egyptian,731.55,194
193,193,Shipped,Mona Farouk,1538414631,"Maadi, Cairo",193,63,1,36.81,Omar Abdelrahman,0,Not Paid,BBQ Ribs,Delicious BBQ Ribs - classic American taste.,62.45,American,36.81,195
194,194,Shipped,Mostafa Fathy,1292703793,"Heliopolis, Cairo",194,10,1,196.42,Aya Khalifa,0,Not Paid,Hamam Mahshi,Delicious Hamam Mahshi - classic Egyptian taste.,119.67,Egyptian,196.42,196
195,195,Pending,Mostafa Mahrous,1059886946,"Heliopolis, Cairo",195,88,3,190.93,Ruba Taha,0,Not Paid,Keftedes,Delicious Keftedes - classic Greek taste.,77.15,Greek,572.79,197
196,196,Cancelled,Khaled Mostafa,1147961690,"Imbaba, Giza",196,71,2,139.42,Laila Hassan,0,Not Paid,Tacos,Delicious Tacos - classic Mexican taste.,119.04,Mexican,278.84,198
197,197,Shipped,Ahmed Mostafa,1265124321,"Nasr City, Cairo",197,45,4,241.45,Rita Fahmy,0,Not Paid,Kibbeh,Delicious Kibbeh - classic Lebanese taste.,85.54,Lebanese,965.8,199
198,198,Shipped,Yasmin Tawfik,1146487331,"Sidi Gaber, Alexandria",198,80,2,138.38,Hassan Said,0,Not Paid,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,276.76,200
199,199,Delivered,Khaled Mahrous,1086297777,"Maadi, Cairo",199,44,2,40.04,Mona Tawfik,202.28,Cash,Shawarma,Delicious Shawarma - classic Lebanese taste.,101.14,Lebanese,80.08,201
200,200,Delivered,Mohamed Hassan,1255684867,"Mohandessin, Giza",200,42,1,223.93,Ali Gaber,104.26,Fawry,Hummus,Delicious Hummus - classic Lebanese taste.,104.26,Lebanese,223.93,202
201,201,Shipped,Mona Hassan,1086818331,"Sidi Gaber, Alexandria",201,26,5,182.79,Ruba Saleh,0,Not Paid,Dumplings,Delicious Dumplings - classic Chinese taste.,154.12,Chinese,913.95,203
202,202,Delivered,Aya Mahrous,1225576100,"Smouha, Alexandria",202,83,5,35.76,Gihan Mostafa,0,Not Paid,Lamb Kebab,Delicious Lamb Kebab - classic Greek taste.,213.94,Greek,178.8,204
203,203,Cancelled,Heba Fathy,1174687694,"Maadi, Cairo",203,66,4,167.06,Ali Younes,649.68,Vodafone Cash,Mac and Cheese,Delicious Mac and Cheese - classic American taste.,162.42,American,668.24,205
204,204,Cancelled,Ahmed Kamal,1265676280,"Sidi Gaber, Alexandria",204,65,5,88.06,Zeinab Kamel,666.7,Cash,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,440.3,206
205,205,Cancelled,Mostafa Tawfik,1161093299,"Maadi, Cairo",205,59,1,102.27,Mohamed Shalaby,111.29,Credit Card,Chicken Souvlaki,Delicious Chicken Souvlaki - classic Mediterranean taste.,111.29,Mediterranean,102.27,207
206,206,Shipped,Sara Mostafa,1089934613,"Mohandessin, Giza",206,53,3,161.17,Nadia Fahmy,364.05,Fawry,Falafel Plate,Delicious Falafel Plate - classic Mediterranean taste.,121.35,Mediterranean,483.51,208
207,207,Pending,Heba Fathy,1073551091,"Heliopolis, Cairo",207,47,5,184.44,Samir Gaber,240.9,Fawry,Grilled Halloumi,Delicious Grilled Halloumi - classic Lebanese taste.,48.18,Lebanese,922.2,209
208,208,Delivered,Aya Kamal,1031346887,"Stanley, Alexandria",208,45,2,130.94,Lobna Mansour,0,Not Paid,Kibbeh,Delicious Kibbeh - classic Lebanese taste.,85.54,Lebanese,261.88,210
209,209,Cancelled,Aya Mahrous,1541238678,"Imbaba, Giza",209,68,2,247.9,Sherif Hassan,242.66,Fawry,Pulled Pork Sandwich,Delicious Pulled Pork Sandwich - classic American taste.,121.33,American,495.8,211
209,209,Cancelled,Aya Mahrous,1541238678,"Imbaba, Giza",209,68,2,247.9,Sherif Hassan,242.66,Fawry,Pulled Pork Sandwich,Delicious Pulled Pork Sandwich - classic American taste.,121.33,American,495.8,212
210,210,Pending,Ahmed Ali,1110466726,"Nasr City, Cairo",210,17,3,165.13,Hassan Kamel,0,Not Paid,Bruschetta,Delicious Bruschetta - classic Italian taste.,157.53,Italian,495.39,213
211,211,Delivered,Heba Tawfik,1184715220,"Mohandessin, Giza",211,82,4,249.15,Dina Mahrous,0,Not Paid,Saganaki,Delicious Saganaki - classic Greek taste.,204.42,Greek,996.6,214
212,212,Cancelled,Khaled Hassan,1556798950,"Mohandessin, Giza",212,54,1,57.76,Dina Taha,30.78,Cash,Seafood Platter,Delicious Seafood Platter - classic Mediterranean taste.,30.78,Mediterranean,57.76,215
213,213,Shipped,Omar Kamal,1243665422,"Faisal, Giza",213,23,2,165.94,Rowan Fahmy,281.74,Fawry,Fried Rice,Delicious Fried Rice - classic Chinese taste.,140.87,Chinese,331.88,216
214,214,Delivered,Ahmed Ali,1222345898,"Dokki, Giza",214,94,4,207.02,Samir Hamed,653.52,Credit Card,Massaman Curry,Delicious Massaman Curry - classic Thai taste.,163.38,Thai,828.08,217
215,215,Pending,Mostafa Mahrous,1115996177,"Mohandessin, Giza",215,19,2,119.74,Mostafa Hamed,0,Not Paid,Gnocchi,Delicious Gnocchi - classic Italian taste.,52.08,Italian,239.48,218
216,216,Pending,Khaled Farouk,1177737167,"Nasr City, Cairo",216,77,3,124.07,Hassan Gamal,0,Not Paid,Fajitas,Delicious Fajitas - classic Mexican taste.,64.64,Mexican,372.21,219
217,217,Pending,Aya Fathy,1136093600,"Nasr City, Cairo",217,65,1,232.45,Gihan Yassin,133.34,Fawry,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,232.45,220
217,217,Pending,Aya Fathy,1136093600,"Nasr City, Cairo",217,65,1,232.45,Gihan Yassin,133.34,Fawry,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,232.45,221
218,218,Shipped,Aya Tawfik,1035782211,"Heliopolis, Cairo",218,94,2,71.96,Ayman Tawfik,0,Not Paid,Massaman Curry,Delicious Massaman Curry - classic Thai taste.,163.38,Thai,143.92,222
219,219,Delivered,Mona Hassan,1225619619,"Maadi, Cairo",219,90,2,159.28,Ayman Abdelrahman,102.58,Cash,Greek Lemon Potatoes,Delicious Greek Lemon Potatoes - classic Greek taste.,51.29,Greek,318.56,223
220,220,Delivered,Khaled Mahrous,1124766634,"Heliopolis, Cairo",220,70,2,163.94,Walid Soliman,170.38,Credit Card,Cobb Salad,Delicious Cobb Salad - classic American taste.,85.19,American,327.88,224
221,221,Shipped,Mohamed Mostafa,1149224581,"Sidi Gaber, Alexandria",221,56,1,80.01,Hagar Khalifa,25.64,Fawry,Moussaka,Delicious Moussaka - classic Mediterranean taste.,25.64,Mediterranean,80.01,225
222,222,Pending,Ahmed Fathy,1070629568,"Heliopolis, Cairo",222,17,4,217.57,Amr Mansour,0,Not Paid,Bruschetta,Delicious Bruschetta - classic Italian taste.,157.53,Italian,870.28,226
223,223,Shipped,Sara Mostafa,1086235327,"Heliopolis, Cairo",223,30,1,176.67,Magdy Abdelrahman,0,Not Paid,Szechuan Beef,Delicious Szechuan Beef - classic Chinese taste.,81.31,Chinese,176.67,227
224,224,Shipped,Ahmed Fathy,1245100891,"Imbaba, Giza",224,81,1,186.42,Huda Sabry,183.23,Credit Card,Gyro,Delicious Gyro - classic Greek taste.,183.23,Greek,186.42,228
225,225,Cancelled,Yasmin Kamal,1036721270,"Heliopolis, Cairo",225,70,4,233.12,Magdy Sultan,0,Not Paid,Cobb Salad,Delicious Cobb Salad - classic American taste.,85.19,American,932.48,229
226,226,Delivered,Omar Gamal,1151413538,"Dokki, Giza",226,22,3,80.88,Dalia Ali,0,Not Paid,Sweet and Sour Pork,Delicious Sweet and Sour Pork - classic Chinese taste.,118.48,Chinese,242.64,230
227,227,Delivered,Mohamed Gamal,1540973816,"Stanley, Alexandria",227,64,4,196.52,Mahmoud Ragab,0,Not Paid,Caesar Salad,Delicious Caesar Salad - classic American taste.,110.22,American,786.08,231
228,228,Pending,Sara Hassan,1585032306,"Mohandessin, Giza",228,24,1,127.2,Yousra Hamed,143.8,Vodafone Cash,Spring Rolls,Delicious Spring Rolls - classic Chinese taste.,143.8,Chinese,127.2,232
229,229,Cancelled,Ahmed Fathy,1117802492,"Dokki, Giza",229,93,1,201.25,Nasser Sultan,88.87,Fawry,Tom Yum Soup,Delicious Tom Yum Soup - classic Thai taste.,88.87,Thai,201.25,233
230,230,Shipped,Mohamed Mostafa,1214365715,"Sidi Gaber, Alexandria",230,27,2,27.06,Mahmoud Yassin,0,Not Paid,Mapo Tofu,Delicious Mapo Tofu - classic Chinese taste.,53.67,Chinese,54.12,234
231,231,Shipped,Sara Hassan,1278728212,"Faisal, Giza",231,77,2,216.4,Ayman Hassan,0,Not Paid,Fajitas,Delicious Fajitas - classic Mexican taste.,64.64,Mexican,432.8,235
232,232,Pending,Ahmed Hassan,1186557233,"Nasr City, Cairo",232,98,2,68.83,Salma Sultan,262.26,Credit Card,Thai Basil Chicken,Delicious Thai Basil Chicken - classic Thai taste.,131.13,Thai,137.66,236
233,233,Pending,Heba Fathy,1025458444,"Nasr City, Cairo",233,60,4,153.24,Hassan Shahin,0,Not Paid,Spanakopita,Delicious Spanakopita - classic Mediterranean taste.,38.32,Mediterranean,612.96,237
234,234,Pending,Mostafa Gamal,1023382477,"Dokki, Giza",234,72,1,197.14,Sherif Shalaby,0,Not Paid,Burrito,Delicious Burrito - classic Mexican taste.,47.55,Mexican,197.14,238
235,235,Delivered,Sara Tawfik,1181215573,"Heliopolis, Cairo",235,99,4,113.23,Nermine Mahmoud,0,Not Paid,Coconut Soup,Delicious Coconut Soup - classic Thai taste.,135.28,Thai,452.92,239
236,236,Cancelled,Omar Hassan,1597011357,"Dokki, Giza",236,7,3,173.44,Rowan Khalifa,322.8,Fawry,Grilled Kebda,Delicious Grilled Kebda - classic Egyptian taste.,107.6,Egyptian,520.32,240
236,236,Cancelled,Omar Hassan,1597011357,"Dokki, Giza",236,7,3,173.44,Rowan Khalifa,322.8,Fawry,Grilled Kebda,Delicious Grilled Kebda - classic Egyptian taste.,107.6,Egyptian,520.32,241
237,237,Delivered,Ahmed Kamal,1282080404,"Stanley, Alexandria",237,68,1,65.52,Rita Hassan,121.33,Vodafone Cash,Pulled Pork Sandwich,Delicious Pulled Pork Sandwich - classic American taste.,121.33,American,65.52,242
238,238,Cancelled,Heba Mostafa,1148314229,"Nasr City, Cairo",238,71,2,144.76,Nadine Shalaby,0,Not Paid,Tacos,Delicious Tacos - classic Mexican taste.,119.04,Mexican,289.52,243
